No,検査分類,表示名,施設ID,検査コード,検査名,検体コード,検体名,単位,標準単位,変換率
1204,尿検査,蓄尿時間,1.2.840.114319.5.1000.1.22.2,200200,蓄尿時間,2F1,蓄尿（特殊）,Hrs,Hrs,1
1205,尿検査,蓄尿ポルフォビリノーゲン,1.2.840.114319.5.1000.1.22.2,251000,蓄尿ポルフォビリノーゲン,2F1,蓄尿（特殊）,,,1
1206,尿検査,円柱(尿),1.2.840.114319.5.1000.1.18.1,0538404,円柱,006,尿,,,1
1207,尿検査,円柱(尿),1.2.840.114319.5.1000.1.22.2,103700,円柱,2E1,任意尿（一般特殊）,,,1
1208,尿検査,細菌数(尿),1.2.840.114319.5.1000.1.18.1,0538405,細菌数,006,尿,,,1
1209,尿検査,細菌(尿),1.2.840.114319.5.1000.1.18.1,0538513,細菌,006,尿,,,1
1210,尿検査,細菌(尿),1.2.840.114319.5.1000.1.22.1,0706200,細菌---,032,新鮮尿,,,1
1211,尿検査,細菌(尿),1.2.840.114319.5.1000.1.22.2,103100,細菌,2E1,任意尿（一般特殊）,,,1
1212,尿検査,細菌(尿),1.2.840.114319.5.1000.1.28.13,0624,細菌,21,随時尿,,,1
1213,尿検査,赤血球形態(尿),1.2.840.114319.5.1000.1.18.1,0538406,赤血球形態,006,尿,,,1
1214,尿検査,赤血球形態(尿),1.2.840.114319.5.1000.1.22.2,100504,赤血球形態,2E1,任意尿（一般特殊）,,,1
1215,尿検査,赤血球形態(尿),1.2.840.114319.5.1000.1.28.13,0634,赤血球形態,21,随時尿,,,1
1216,尿検査,扁平上皮(尿),1.2.840.114319.5.1000.1.18.1,0538503,扁平上皮細胞,006,尿,/HPF,,1
1217,尿検査,扁平上皮(尿),1.2.840.114319.5.1000.1.22.1,0704400,扁平上皮,032,新鮮尿,,,1
1218,尿検査,扁平上皮(尿),1.2.840.114319.5.1000.1.22.2,103401,扁平上皮,2E1,任意尿（一般特殊）,,,1
1219,尿検査,扁平上皮(尿),1.2.840.114319.5.1000.1.28.13,0623,扁平上皮,21,随時尿,,,1
1220,尿検査,移行上皮細胞(尿),1.2.840.114319.5.1000.1.18.1,0538504,移行上皮細胞,006,尿,/HPF,,1
1221,尿検査,移行上皮細胞(尿),1.2.840.114319.5.1000.1.22.1,0704500,尿路上皮（移行）細胞,032,新鮮尿,,,1
1222,尿検査,尿細管上皮細胞(尿),1.2.840.114319.5.1000.1.18.1,0538505,尿細管上皮細胞,006,尿,/HPF,,1
1223,尿検査,尿細管上皮細胞(尿),1.2.840.114319.5.1000.1.22.1,0704600,尿細管上皮細胞,032,新鮮尿,,,1
1224,尿検査,尿細管上皮細胞(尿),1.2.840.114319.5.1000.1.22.2,103404,尿細管上皮,2E1,任意尿（一般特殊）,,,1
1225,尿検査,硝子円柱(尿),1.2.840.114319.5.1000.1.18.1,0538507,硝子円柱,006,尿,,,1
1226,尿検査,硝子円柱(尿),1.2.840.114319.5.1000.1.22.1,0705300,硝子円柱,032,新鮮尿,,,1
1227,尿検査,硝子円柱(尿),1.2.840.114319.5.1000.1.22.2,103701,硝子円柱,2E1,任意尿（一般特殊）,,,1
1228,尿検査,硝子円柱(尿),1.2.840.114319.5.1000.1.28.13,0633,硝子円柱,21,随時尿,,,1
1229,尿検査,上皮円柱(尿),1.2.840.114319.5.1000.1.18.1,0538508,上皮円柱,006,尿,,,1
1230,尿検査,上皮円柱(尿),1.2.840.114319.5.1000.1.22.1,0705100,上皮円柱,032,新鮮尿,,,1
1231,尿検査,上皮円柱(尿),1.2.840.114319.5.1000.1.22.2,100534,上皮円柱,2E1,任意尿（一般特殊）,/LPF,,1
1232,尿検査,顆粒円柱(尿),1.2.840.114319.5.1000.1.18.1,0538509,顆粒円柱,006,尿,,,1
1233,尿検査,顆粒円柱(尿),1.2.840.114319.5.1000.1.22.1,0705400,顆粒円柱,032,新鮮尿,,,1
1234,尿検査,顆粒円柱(尿),1.2.840.114319.5.1000.1.22.2,100532,顆粒円柱,2E1,任意尿（一般特殊）,/LPF,,1
1235,尿検査,蝋様円柱(尿),1.2.840.114319.5.1000.1.18.1,0538510,ﾛｳ様円柱,006,尿,,,1
1236,尿検査,蝋様円柱(尿),1.2.840.114319.5.1000.1.22.2,100538,蝋様円柱,2E1,任意尿（一般特殊）,/LPF,,1
1237,尿検査,脂肪円柱(尿),1.2.840.114319.5.1000.1.18.1,0538511,脂肪円柱,006,尿,,,1
1238,尿検査,脂肪円柱(尿),1.2.840.114319.5.1000.1.22.2,100540,脂肪円柱,2D1,早朝尿（一般）,/LPF,,1
1239,尿検査,脂肪円柱(尿),1.2.840.114319.5.1000.1.22.2,100540,脂肪円柱,2E1,任意尿（一般特殊）,/LPF,,1
1240,尿検査,赤血球円柱(尿),1.2.840.114319.5.1000.1.18.1,0538512,赤血球円柱,006,尿,,,1
1241,尿検査,赤血球円柱(尿),1.2.840.114319.5.1000.1.22.2,100535,赤血球円柱,2E1,任意尿（一般特殊）,/LPF,,1
1242,尿検査,その他円柱(尿),1.2.840.114319.5.1000.1.18.1,0538514,その他の円柱,006,尿,,,1
1243,尿検査,その他円柱(尿),1.2.840.114319.5.1000.1.22.2,103702,その他円柱,2D1,早朝尿（一般）,,,1
1244,尿検査,その他円柱(尿),1.2.840.114319.5.1000.1.22.2,103702,その他円柱,2E1,任意尿（一般特殊）,,,1
1245,尿検査,塩類結晶(尿),1.2.840.114319.5.1000.1.18.1,0538515,塩類結晶,006,尿,,,1
1246,尿検査,異型細胞疑い(尿),1.2.840.114319.5.1000.1.18.1,0538518,異型細胞疑い,006,尿,,,1
1247,尿検査,白血球円柱(尿),1.2.840.114319.5.1000.1.18.1,0538520,白血球円柱,006,尿,,,1
1248,尿検査,白血球円柱(尿),1.2.840.114319.5.1000.1.22.2,100536,白血球円柱,2E1,任意尿（一般特殊）,/LPF,,1
1249,尿検査,尿量,1.2.840.114319.5.1000.1.18.1,0560800,尿量,032,随意尿,mL,mL,1
1250,尿検査,尿量,1.2.840.114319.5.1000.1.22.2,100104,尿量,2E1,任意尿（一般特殊）,,mL,1
1251,尿検査,U-Na,1.2.840.114319.5.1000.1.18.1,0561200,U-Na,032,随意尿,mmol/L,mmol/L,1
1252,尿検査,U-Na,1.2.840.114319.5.1000.1.22.1,0027400,随時尿Na,037,随時尿,mmol/L,mmol/L,1
1253,尿検査,U-Na,1.2.840.114319.5.1000.1.28.13,0428,Ｎａ（随時尿）,21,随時尿,mmol/l,mmol/L,1
1254,尿検査,U-Na,1.2.840.114319.5.1000.1.22.2,201300,Ｕ－Ｎａ,2E1,任意尿（一般特殊）,mMol/L,mmol/L,1
1255,尿検査,U-K,1.2.840.114319.5.1000.1.18.1,0561300,U-K,032,随意尿,mmol/L,mmol/L,1
1256,尿検査,U-K,1.2.840.114319.5.1000.1.22.2,201600,Ｕ－Ｋ,2E1,任意尿（一般特殊）,mMol/L,mmol/L,1
1257,尿検査,U-K,1.2.840.114319.5.1000.1.28.13,0429,Ｋ（随時尿）,21,随時尿,mEq/ｌ,mmol/L,1
1258,尿検査,U-Cl,1.2.840.114319.5.1000.1.18.1,0561400,U-Cl,032,随意尿,mmol/L,mmol/L,1
1259,尿検査,U-Cl,1.2.840.114319.5.1000.1.22.2,201900,Ｕ－Ｃｌ,2E1,任意尿（一般特殊）,mMol/L,mmol/L,1
1260,尿検査,U-Cl,1.2.840.114319.5.1000.1.28.13,0430,Ｃｌ（随時尿）,21,随時尿,mEq/ｌ,mmol/L,1
1261,尿検査,U-Ca,1.2.840.114319.5.1000.1.18.1,0561500,U-Ca,032,随意尿,mg/dL,mg/dL,1
1262,尿検査,U-Ca,1.2.840.114319.5.1000.1.22.2,202800,Ｕ－総Ｃａ,2E1,任意尿（一般特殊）,㎎/dl,mg/dL,1
1263,尿検査,U-IP,1.2.840.114319.5.1000.1.18.1,0561600,U-IP,032,随意尿,mg/dL,mg/dL,1
1264,尿検査,U-IP,1.2.840.114319.5.1000.1.22.2,202200,Ｕ－Ｐ,2E1,任意尿（一般特殊）,㎎/dl,mg/dL,1
1265,尿検査,U-UN,1.2.840.114319.5.1000.1.18.1,0561700,U-UN,032,随意尿,mg/dL,mg/dL,1
1266,尿検査,U-UN,1.2.840.114319.5.1000.1.22.1,0008200,随時尿尿素窒素,037,随時尿,mg/dL,mg/dL,1
1267,尿検査,U-UN,1.2.840.114319.5.1000.1.22.2,203100,Ｕ－Ｕｒｅａ　Ｎ,2E1,任意尿（一般特殊）,㎎/dl,mg/dL,1
1268,尿検査,U-UA,1.2.840.114319.5.1000.1.18.1,0561800,U-UA,032,随意尿,mg/dL,mg/dL,1
1269,尿検査,U-UA,1.2.840.114319.5.1000.1.22.2,203400,Ｕ－尿酸,2E1,任意尿（一般特殊）,㎎/dl,mg/dL,1
1270,尿検査,U-CRNN,1.2.840.114319.5.1000.1.18.1,0561900,U-CRNN,032,随意尿,mg/dL,mg/dL,1
1271,尿検査,U-CRNN,1.2.840.114319.5.1000.1.22.1,0702000,尿ｸﾚｱﾁﾆﾝ,032,新鮮尿,,mg/dL,1
1272,尿検査,U-CRNN,1.2.840.114319.5.1000.1.22.2,200300,尿クレアチニン,2E1,任意尿（一般特殊）,㎎/dl,mg/dL,1
1273,尿検査,U-CRNN,1.2.840.114319.5.1000.1.28.13,0425,Ｃｒｅ（随時尿）,21,随時尿,mg/dl,mg/dL,1
1274,尿検査,U-TP,1.2.840.114319.5.1000.1.18.1,0562000,U-TP,032,随意尿,mg/dL,mg/dL,1
1275,尿検査,U-TP,1.2.840.114319.5.1000.1.22.1,0001100,随時尿蛋白,037,随時尿,mg/dL,mg/dL,1
1276,尿検査,U-TP,1.2.840.114319.5.1000.1.22.2,205800,Ｕ－蛋白,2E1,任意尿（一般特殊）,㎎/dl,mg/dL,1
1277,尿検査,尿TP/尿Cr比,1.2.840.114319.5.1000.1.18.1,0562001,尿TP/尿Cr比,032,随意尿,g/g･Cr,,1
1278,尿検査,尿TP/尿Cr比,1.2.840.114319.5.1000.1.22.1,0702200,TP/Cr,032,新鮮尿,,,1
1279,尿検査,尿TP/尿Cr比,1.2.840.114319.5.1000.1.22.2,100223,蛋白／クレアチニン　比,2E1,任意尿（一般特殊）,,,1
1280,尿検査,U-AMY,1.2.840.114319.5.1000.1.18.1,0562100,U-AMY,032,随意尿,U/L,U/L,1
1281,尿検査,U-AMY,1.2.840.114319.5.1000.1.22.2,204300,尿中Ａｍｙｌａｓｅ,2E1,任意尿（一般特殊）,IU/L,U/L,1
1282,尿検査,U-NAG,1.2.840.114319.5.1000.1.18.1,0562400,NAG,032,随意尿,U/L,U/L,1
1283,尿検査,U-NAG,1.2.840.114319.5.1000.1.22.2,205200,尿中Ｎａｇ,2E1,任意尿（一般特殊）,IU/L,U/L,1
1284,尿検査,U-ALB,1.2.840.114319.5.1000.1.18.1,0562800,ﾏｲｸﾛｱﾙﾌﾞﾐﾝ,032,随意尿,mg/L,mg/L,1
1285,尿検査,U-ALB,1.2.840.114319.5.1000.1.22.1,0702100,尿ｱﾙﾌﾞﾐﾝ半定量,032,新鮮尿,,mg/L,1
1286,尿検査,U-ALB,1.2.840.114319.5.1000.1.22.2,206100,Ｕ－アルブミン,2E1,任意尿（一般特殊）,mg/L,mg/L,1
1287,尿検査,U-ALB指数,1.2.840.114319.5.1000.1.18.1,0562801,M-Alb指数,032,随意尿,mg/g･Cr,mg/g･Cr,1
1288,尿検査,U-ALB指数,1.2.840.114319.5.1000.1.22.2,206200,任意尿アルブミン,2E1,任意尿（一般特殊）,㎎/gCRE,mg/g･Cr,1
1289,尿検査,U-ALB指数,1.2.840.114319.5.1000.1.22.1,0069801,随尿ALB指数,037,随時尿,mg/gCRE,mg/g･Cr,1
1290,尿検査,銅(尿),1.2.840.114319.5.1000.1.18.1,0904000,銅(尿),006,尿,μg/L,μg/L,1
1291,尿検査,ﾀｳﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948101,ﾀｳﾘﾝ,006,尿,μmol/L,μmol/L,1
1292,尿検査,ﾀｳﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394502,Ｔａｕｒｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1293,尿検査,ﾀｳﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2742,タウリン,21,随時尿,μmol/l,μmol/L,1
1294,尿検査,ﾎｽﾌｫｴﾀﾉｰﾙｱﾐﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948102,ﾎｽﾌｫｴﾀﾉｰﾙｱﾐﾝ,006,尿,μmol/L,μmol/L,1
1295,尿検査,ﾎｽﾌｫｴﾀﾉｰﾙｱﾐﾝ(尿),1.2.840.114319.5.1000.1.22.2,394503,Ｐｅａ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1296,尿検査,ﾎｽﾌｫｴﾀﾉｰﾙｱﾐﾝ(尿),1.2.840.114319.5.1000.1.28.13,2743,ホスフォエタノールアミン,21,随時尿,μmol/l,μmol/L,1
1297,尿検査,ｱｽﾊﾟﾗｷﾞﾝ酸(尿),1.2.840.114319.5.1000.1.18.1,0948103,ｱｽﾊﾟﾗｷﾞﾝ酸,006,尿,μmol/L,μmol/L,1
1298,尿検査,ｱｽﾊﾟﾗｷﾞﾝ酸(尿),1.2.840.114319.5.1000.1.22.2,394504,Ａｓｐａｒａｔｉｃ　Ａｃｉｄ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1299,尿検査,ｱｽﾊﾟﾗｷﾞﾝ酸(尿),1.2.840.114319.5.1000.1.28.13,2744,アスパラギン酸,21,随時尿,μmol/l,μmol/L,1
1300,尿検査,ﾊｲﾄﾞﾛｷｼﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948104,ﾊｲﾄﾞﾛｷｼﾌﾟﾛﾘﾝ,006,尿,μmol/L,μmol/L,1
1301,尿検査,ﾊｲﾄﾞﾛｷｼﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394505,Ｈｙｄｒｏｘｙｐｒｏｌｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1302,尿検査,ﾊｲﾄﾞﾛｷｼﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2745,ハイドロキシプロリン,21,随時尿,μmol/l,μmol/L,1
1303,尿検査,ﾄﾚｵﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948105,ﾄﾚｵﾆﾝ,006,尿,μmol/L,μmol/L,1
1304,尿検査,ﾄﾚｵﾆﾝ(尿),1.2.840.114319.5.1000.1.22.2,394506,Ｔｈｒｅｏｎｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1305,尿検査,ﾄﾚｵﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2746,トレオニン,21,随時尿,μmol/l,μmol/L,1
1306,尿検査,ｾﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948106,ｾﾘﾝ,006,尿,μmol/L,μmol/L,1
1307,尿検査,ｾﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394507,Ｓｅｒｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1308,尿検査,ｾﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2747,セリン,21,随時尿,μmol/l,μmol/L,1
1309,尿検査,ｱｽﾊﾟﾗｷﾞﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948107,ｱｽﾊﾟﾗｷﾞﾝ,006,尿,μmol/L,μmol/L,1
1310,尿検査,ｱｽﾊﾟﾗｷﾞﾝ(尿),1.2.840.114319.5.1000.1.22.2,394508,Ａｓｐａｒａｇｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1311,尿検査,ｱｽﾊﾟﾗｷﾞﾝ(尿),1.2.840.114319.5.1000.1.28.13,2748,アスパラギン,21,随時尿,μmol/l,μmol/L,1
1312,尿検査,ｸﾞﾙﾀﾐﾝ酸(尿),1.2.840.114319.5.1000.1.18.1,0948108,ｸﾞﾙﾀﾐﾝ酸,006,尿,μmol/L,μmol/L,1
1313,尿検査,ｸﾞﾙﾀﾐﾝ酸(尿),1.2.840.114319.5.1000.1.22.2,394509,Ｇｌｕｔａｍｉｃ　Ａｃｉｄ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1314,尿検査,ｸﾞﾙﾀﾐﾝ酸(尿),1.2.840.114319.5.1000.1.28.13,2749,グルタミン酸,21,随時尿,μmol/l,μmol/L,1
1315,尿検査,ｸﾞﾙﾀﾐﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948109,ｸﾞﾙﾀﾐﾝ,006,尿,μmol/L,μmol/L,1
1316,尿検査,ｸﾞﾙﾀﾐﾝ(尿),1.2.840.114319.5.1000.1.22.2,394510,Ｇｌｕｔａｍｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1317,尿検査,ｸﾞﾙﾀﾐﾝ(尿),1.2.840.114319.5.1000.1.28.13,2750,グルタミン,21,随時尿,μmol/l,μmol/L,1
1318,尿検査,ｻﾙｺｼﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948110,ｻﾙｺｼﾝ,006,尿,μmol/L,μmol/L,1
1319,尿検査,ｻﾙｺｼﾝ(尿),1.2.840.114319.5.1000.1.22.2,394511,Ｓａｒｃｏｓｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1320,尿検査,ｻﾙｺｼﾝ(尿),1.2.840.114319.5.1000.1.28.13,2751,サルコシン,21,随時尿,μmol/l,μmol/L,1
1321,尿検査,α-ｱﾐﾉｱｼﾞﾋﾟﾝ酸(尿),1.2.840.114319.5.1000.1.18.1,0948111,α-ｱﾐﾉｱｼﾞﾋﾟﾝ酸,006,尿,μmol/L,μmol/L,1
1322,尿検査,α-ｱﾐﾉｱｼﾞﾋﾟﾝ酸(尿),1.2.840.114319.5.1000.1.22.2,394512,Α－Ａａａ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1323,尿検査,α-ｱﾐﾉｱｼﾞﾋﾟﾝ酸(尿),1.2.840.114319.5.1000.1.28.13,2752,Α－アミノアジピン酸,21,随時尿,μmol/l,μmol/L,1
1324,尿検査,ﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948112,ﾌﾟﾛﾘﾝ,006,尿,μmol/L,μmol/L,1
1325,尿検査,ﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394513,Ｐｒｏｌｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1326,尿検査,ﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2753,プロリン,21,随時尿,μmol/l,μmol/L,1
1327,尿検査,ｸﾞﾘｼﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948113,ｸﾞﾘｼﾝ,006,尿,μmol/L,μmol/L,1
1328,尿検査,ｸﾞﾘｼﾝ(尿),1.2.840.114319.5.1000.1.22.2,394514,Ｇｌｙｃｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1329,尿検査,ｸﾞﾘｼﾝ(尿),1.2.840.114319.5.1000.1.28.13,2754,グリシン,21,随時尿,μmol/l,μmol/L,1
1330,尿検査,ｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948114,ｱﾗﾆﾝ,006,尿,μmol/L,μmol/L,1
1331,尿検査,ｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.22.2,394515,Ａｌａｎｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1332,尿検査,ｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2755,アラニン,21,随時尿,μmol/l,μmol/L,1
1333,尿検査,ｼﾄﾙﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948115,ｼﾄﾙﾘﾝ,006,尿,μmol/L,μmol/L,1
1334,尿検査,ｼﾄﾙﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394516,Ｃｉｔｒｕｌｌｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1335,尿検査,ｼﾄﾙﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2756,シトルリン,21,随時尿,μmol/l,μmol/L,1
1336,尿検査,α-ｱﾐﾉ-n-酪酸(尿),1.2.840.114319.5.1000.1.18.1,0948116,α-ｱﾐﾉ-n-酪酸,006,尿,μmol/L,μmol/L,1
1337,尿検査,α-ｱﾐﾉ-n-酪酸(尿),1.2.840.114319.5.1000.1.22.2,394517,Α－Ａｂａ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1338,尿検査,α-ｱﾐﾉ-n-酪酸(尿),1.2.840.114319.5.1000.1.28.13,2757,Α－アミノ－Ｎ－酪酸,21,随時尿,μmol/l,μmol/L,1
1339,尿検査,ﾊﾞﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948117,ﾊﾞﾘﾝ,006,尿,μmol/L,μmol/L,1
1340,尿検査,ﾊﾞﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394518,Ｖａｌｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1341,尿検査,ﾊﾞﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2758,バリン,21,随時尿,μmol/l,μmol/L,1
1342,尿検査,ｼｽﾁﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948118,ｼｽﾁﾝ,006,尿,μmol/L,μmol/L,1
1343,尿検査,ｼｽﾁﾝ(尿),1.2.840.114319.5.1000.1.22.2,394519,Ｃｙｓｔｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1344,尿検査,ｼｽﾁﾝ(尿),1.2.840.114319.5.1000.1.28.13,2759,シスチン,21,随時尿,μmol/l,μmol/L,1
1345,尿検査,ﾒﾁｵﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948119,ﾒﾁｵﾆﾝ,006,尿,μmol/L,μmol/L,1
1346,尿検査,ﾒﾁｵﾆﾝ(尿),1.2.840.114319.5.1000.1.22.2,394521,Ｍｅｔｈｉｏｎｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1347,尿検査,ﾒﾁｵﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2760,メチオニン,21,随時尿,μmol/l,μmol/L,1
1348,尿検査,ｼｽﾀﾁｵﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948120,ｼｽﾀﾁｵﾆﾝ,006,尿,μmol/L,μmol/L,1
1349,尿検査,ｼｽﾀﾁｵﾆﾝ(尿),1.2.840.114319.5.1000.1.22.2,394522,Ｃｙｓｔａｔｈｉｏｎｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1350,尿検査,ｼｽﾀﾁｵﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2761,シスタチオニン,21,随時尿,μmol/l,μmol/L,1
1351,尿検査,ｲｿﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948121,ｲｿﾛｲｼﾝ,006,尿,μmol/L,μmol/L,1
1352,尿検査,ｲｿﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.22.2,394523,Ｉｓｏｌｅｕｃｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1353,尿検査,ｲｿﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.28.13,2762,イソロイシン,21,随時尿,μmol/l,μmol/L,1
1354,尿検査,ﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948122,ﾛｲｼﾝ,006,尿,μmol/L,μmol/L,1
1355,尿検査,ﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.22.2,394524,Ｌｅｕｃｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1356,尿検査,ﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.28.13,2763,ロイシン,21,随時尿,μmol/l,μmol/L,1
1357,尿検査,ﾁﾛｼﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948123,ﾁﾛｼﾝ,006,尿,μmol/L,μmol/L,1
1358,尿検査,ﾁﾛｼﾝ(尿),1.2.840.114319.5.1000.1.22.2,394525,Ｔｙｒｏｓｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1359,尿検査,ﾁﾛｼﾝ(尿),1.2.840.114319.5.1000.1.28.13,2764,チロシン,21,随時尿,μmol/l,μmol/L,1
1360,尿検査,β-ｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948124,β-ｱﾗﾆﾝ,006,尿,μmol/L,μmol/L,1
1361,尿検査,β-ｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.22.2,394526,Β－Ａｌａｎｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1362,尿検査,β-ｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2765,Β－アラニン,21,随時尿,μmol/l,μmol/L,1
1363,尿検査,ﾌｪﾆﾙｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948125,ﾌｪﾆﾙｱﾗﾆﾝ,006,尿,μmol/L,μmol/L,1
1364,尿検査,ﾌｪﾆﾙｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.22.2,394527,Ｐｈｅｎｙｌａｌａｎｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1365,尿検査,ﾌｪﾆﾙｱﾗﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2766,フェニルアラニン,21,随時尿,μmol/l,μmol/L,1
1366,尿検査,β-ｱﾐﾉｲｿ酪酸(尿),1.2.840.114319.5.1000.1.18.1,0948126,β-ｱﾐﾉｲｿ酪酸,006,尿,μmol/L,μmol/L,1
1367,尿検査,β-ｱﾐﾉｲｿ酪酸(尿),1.2.840.114319.5.1000.1.22.2,394528,Β－Ａｉｂａ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1368,尿検査,β-ｱﾐﾉｲｿ酪酸(尿),1.2.840.114319.5.1000.1.28.13,2767,Β－アミノイソ酪酸,21,随時尿,μmol/l,μmol/L,1
1369,尿検査,ﾎﾓｼｽﾁﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948127,ﾎﾓｼｽﾁﾝ,006,尿,μmol/L,μmol/L,1
1370,尿検査,ﾎﾓｼｽﾁﾝ(尿),1.2.840.114319.5.1000.1.22.2,394529,Ｈｏｍｏｃｙｓｔｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1371,尿検査,ﾎﾓｼｽﾁﾝ(尿),1.2.840.114319.5.1000.1.28.13,2768,ホモシスチン,21,随時尿,μmol/l,μmol/L,1
